wvg_height = 0.23 , mode = yO, SUBSRATE = True, hx_min = 0.125, hy_min = 0.2
hx = 0.125, hy = 0.2, a = 0.301, w = 0.65, gamma = 0.01693, freqs = 196.3309 , 227.2012 
hx = 0.2, hy = 0.425, a = 0.376, w = 0.65, gamma = 0.13219, freqs = 178.9294 , 239.7077 
hx = 0.2, hy = 0.425, a = 0.377, w = 0.65, gamma = 0.13274, freqs = 178.5911 , 239.0576 
hx = 0.2, hy = 0.425, a = 0.378, w = 0.65, gamma = 0.13325, freqs = 178.2484 , 238.3961 
hx = 0.2, hy = 0.425, a = 0.379, w = 0.65, gamma = 0.13375, freqs = 177.9063 , 237.7471 
hx = 0.2, hy = 0.425, a = 0.38, w = 0.65, gamma = 0.13419, freqs = 177.559 , 237.0751 
hx = 0.225, hy = 0.4, a = 0.381, w = 0.65, gamma = 0.13438, freqs = 179.2834 , 242.7867 
hx = 0.2, hy = 0.425, a = 0.381, w = 0.65, gamma = 0.13457, freqs = 177.2069 , 236.367 
hx = 0.225, hy = 0.425, a = 0.381, w = 0.65, gamma = 0.13467, freqs = 180.2316 , 246.7999 
hx = 0.225, hy = 0.4, a = 0.382, w = 0.65, gamma = 0.13522, freqs = 178.9138 , 242.1947 
hx = 0.225, hy = 0.425, a = 0.382, w = 0.65, gamma = 0.13564, freqs = 179.861 , 246.1788 
hx = 0.225, hy = 0.4, a = 0.383, w = 0.65, gamma = 0.13617, freqs = 178.582 , 241.8413 
hx = 0.225, hy = 0.425, a = 0.383, w = 0.65, gamma = 0.13665, freqs = 179.5251 , 245.7646 
hx = 0.225, hy = 0.4, a = 0.385, w = 0.65, gamma = 0.13677, freqs = 178.1387 , 240.8601 
hx = 0.225, hy = 0.425, a = 0.385, w = 0.65, gamma = 0.13739, freqs = 179.089 , 244.7404 
hx = 0.225, hy = 0.4, a = 0.386, w = 0.65, gamma = 0.1375, freqs = 177.7546 , 240.2171 
hx = 0.225, hy = 0.425, a = 0.386, w = 0.65, gamma = 0.13823, freqs = 178.7029 , 244.0498 
hx = 0.225, hy = 0.425, a = 0.387, w = 0.65, gamma = 0.13898, freqs = 178.3159 , 243.3086 
hx = 0.225, hy = 0.425, a = 0.388, w = 0.65, gamma = 0.13972, freqs = 177.9263 , 242.5938 
hx = 0.225, hy = 0.425, a = 0.389, w = 0.65, gamma = 0.14043, freqs = 177.5453 , 241.9102 
hx = 0.225, hy = 0.425, a = 0.39, w = 0.65, gamma = 0.14121, freqs = 177.1916 , 241.4067 
hx = 0.225, hy = 0.425, a = 0.391, w = 0.65, gamma = 0.14183, freqs = 176.8268 , 240.7653 
hx = 0.225, hy = 0.425, a = 0.392, w = 0.65, gamma = 0.14237, freqs = 176.4527 , 240.0544 
hx = 0.225, hy = 0.45, a = 0.392, w = 0.65, gamma = 0.14238, freqs = 177.4878 , 243.3443 
hx = 0.225, hy = 0.425, a = 0.393, w = 0.65, gamma = 0.14287, freqs = 176.0758 , 239.342 
hx = 0.225, hy = 0.45, a = 0.393, w = 0.65, gamma = 0.143, freqs = 177.1109 , 242.605 
hx = 0.225, hy = 0.425, a = 0.394, w = 0.65, gamma = 0.14332, freqs = 175.7104 , 238.6497 
hx = 0.225, hy = 0.45, a = 0.394, w = 0.65, gamma = 0.14357, freqs = 176.7477 , 241.8985 
hx = 0.225, hy = 0.425, a = 0.395, w = 0.65, gamma = 0.1437, freqs = 175.3821 , 238.0404 
hx = 0.225, hy = 0.45, a = 0.395, w = 0.65, gamma = 0.14406, freqs = 176.4224 , 241.2757 
hx = 0.225, hy = 0.425, a = 0.396, w = 0.65, gamma = 0.14406, freqs = 175.0523 , 237.4302 
hx = 0.225, hy = 0.45, a = 0.396, w = 0.65, gamma = 0.1445, freqs = 176.0918 , 240.6301 
hx = 0.225, hy = 0.45, a = 0.397, w = 0.65, gamma = 0.14491, freqs = 175.7542 , 239.9551 
hx = 0.225, hy = 0.45, a = 0.398, w = 0.65, gamma = 0.14535, freqs = 175.4877 , 239.533 
hx = 0.225, hy = 0.45, a = 0.399, w = 0.65, gamma = 0.14568, freqs = 175.1622 , 238.8823 
hx = 0.225, hy = 0.45, a = 0.4, w = 0.65, gamma = 0.14599, freqs = 174.8431 , 238.2494 
hx = 0.225, hy = 0.45, a = 0.401, w = 0.65, gamma = 0.14625, freqs = 174.517 , 237.5972 
hx = 0.25, hy = 0.425, a = 0.402, w = 0.65, gamma = 0.14661, freqs = 176.3878 , 243.208 
hx = 0.25, hy = 0.425, a = 0.403, w = 0.65, gamma = 0.14724, freqs = 176.024 , 242.5636 
hx = 0.25, hy = 0.425, a = 0.404, w = 0.65, gamma = 0.14784, freqs = 175.6625 , 241.9298 
hx = 0.25, hy = 0.425, a = 0.405, w = 0.65, gamma = 0.14839, freqs = 175.3002 , 241.2845 
hx = 0.25, hy = 0.425, a = 0.407, w = 0.65, gamma = 0.14892, freqs = 174.9439 , 240.6624 
hx = 0.25, hy = 0.45, a = 0.407, w = 0.65, gamma = 0.14915, freqs = 176.0449 , 244.1806 
hx = 0.25, hy = 0.425, a = 0.408, w = 0.65, gamma = 0.14939, freqs = 174.5812 , 240.0074 
hx = 0.25, hy = 0.45, a = 0.408, w = 0.65, gamma = 0.14973, freqs = 175.6757 , 243.4708 
hx = 0.25, hy = 0.425, a = 0.409, w = 0.65, gamma = 0.14983, freqs = 174.2143 , 239.3383 
hx = 0.25, hy = 0.45, a = 0.409, w = 0.65, gamma = 0.15028, freqs = 175.3126 , 242.7875 
hx = 0.25, hy = 0.45, a = 0.41, w = 0.65, gamma = 0.1508, freqs = 174.9458 , 242.0966 
hx = 0.25, hy = 0.45, a = 0.411, w = 0.65, gamma = 0.15128, freqs = 174.5841 , 241.4175 
hx = 0.25, hy = 0.45, a = 0.412, w = 0.65, gamma = 0.15172, freqs = 174.2221 , 240.7339 
hx = 0.25, hy = 0.45, a = 0.413, w = 0.65, gamma = 0.15212, freqs = 173.8615 , 240.0513 
hx = 0.25, hy = 0.45, a = 0.414, w = 0.65, gamma = 0.15249, freqs = 173.4981 , 239.3646 
hx = 0.25, hy = 0.45, a = 0.415, w = 0.65, gamma = 0.15306, freqs = 173.1561 , 238.8946 
hx = 0.25, hy = 0.45, a = 0.416, w = 0.65, gamma = 0.15332, freqs = 172.8002 , 238.1966 
hx = 0.25, hy = 0.45, a = 0.417, w = 0.65, gamma = 0.15354, freqs = 172.4433 , 237.4949 
hx = 0.25, hy = 0.45, a = 0.418, w = 0.65, gamma = 0.15373, freqs = 172.0893 , 236.8027 
hx = 0.25, hy = 0.45, a = 0.419, w = 0.65, gamma = 0.15383, freqs = 171.7135 , 236.0346 
hx = 0.25, hy = 0.475, a = 0.419, w = 0.65, gamma = 0.15394, freqs = 172.9164 , 238.9039 
hx = 0.25, hy = 0.475, a = 0.42, w = 0.65, gamma = 0.15413, freqs = 172.6111 , 238.2886 
hx = 0.25, hy = 0.475, a = 0.421, w = 0.65, gamma = 0.15421, freqs = 172.3236 , 237.6583 
hx = 0.275, hy = 0.425, a = 0.422, w = 0.65, gamma = 0.15435, freqs = 173.0549 , 239.5377 
hx = 0.275, hy = 0.425, a = 0.423, w = 0.65, gamma = 0.15472, freqs = 172.728 , 238.9776 
hx = 0.275, hy = 0.425, a = 0.424, w = 0.65, gamma = 0.15521, freqs = 172.6021 , 238.999 
hx = 0.275, hy = 0.425, a = 0.425, w = 0.65, gamma = 0.15546, freqs = 172.276 , 238.3777 
hx = 0.275, hy = 0.45, a = 0.425, w = 0.65, gamma = 0.15551, freqs = 173.3811 , 241.2214 
hx = 0.275, hy = 0.425, a = 0.426, w = 0.65, gamma = 0.15573, freqs = 171.946 , 237.7847 
hx = 0.275, hy = 0.45, a = 0.426, w = 0.65, gamma = 0.15621, freqs = 173.0645 , 240.8793 
hx = 0.275, hy = 0.45, a = 0.427, w = 0.65, gamma = 0.15663, freqs = 172.7299 , 240.3087 
hx = 0.275, hy = 0.45, a = 0.428, w = 0.65, gamma = 0.1569, freqs = 172.4099 , 239.6858 
hx = 0.275, hy = 0.45, a = 0.429, w = 0.65, gamma = 0.15717, freqs = 172.0981 , 239.1034 
hx = 0.275, hy = 0.45, a = 0.43, w = 0.65, gamma = 0.15744, freqs = 171.7787 , 238.5266 
hx = 0.275, hy = 0.45, a = 0.431, w = 0.65, gamma = 0.15765, freqs = 171.439 , 237.8747 
hx = 0.275, hy = 0.45, a = 0.437, w = 0.65, gamma = 0.15769, freqs = 170.0002 , 234.8361 
hx = 0.275, hy = 0.475, a = 0.437, w = 0.65, gamma = 0.1577, freqs = 171.2486 , 237.4777 
hx = 0.275, hy = 0.45, a = 0.438, w = 0.65, gamma = 0.15773, freqs = 169.6837 , 234.2429 
hx = 0.275, hy = 0.475, a = 0.438, w = 0.65, gamma = 0.15784, freqs = 170.9277 , 236.8581 
hx = 0.275, hy = 0.475, a = 0.439, w = 0.65, gamma = 0.1579, freqs = 170.6097 , 236.2121 
hx = 0.275, hy = 0.475, a = 0.44, w = 0.65, gamma = 0.15796, freqs = 170.2547 , 235.514 
hx = 0.275, hy = 0.475, a = 0.441, w = 0.65, gamma = 0.15798, freqs = 169.9256 , 234.8626 
